Time,L 5 X,L 5 Y,L 5 Z,L 5 Length,L 5 v(X),L 5 v(Y),L 5 v(Z),L 5 v(abs),L 5 a(X),L 5 a(Y),L 5 a(Z),L 5 a(abs),L 5 #2D
0.516665,-0.04711792,0.40020978,0.93486381,0.00588868,0.00195947,0.00502529,0.00003457,0.00539391,0.00371258,0.00310783,-0.00549321,0.00401891,3
0.524998,-0.0471083,0.40024391,0.93486232,0.00592417,0.00225839,0.0051895,-0.00010133,0.00566052,-0.00140958,-0.01669841,0.00509624,-0.0153058,3
0.533331,-0.04708943,0.40027606,0.93486434,0.00596151,0.00221585,0.00456007,0.00008404,0.00507063,-0.00918916,-0.02460378,0.01205454,-0.02511836,3
0.541664,-0.0470703,0.40031132,0.93486428,0.00600162,0.0018194,0.00370415,0.00039756,0.00414596,-0.02362859,-0.02995634,0.01719846,-0.0349285,3
0.549998,-0.04704838,0.40035614,0.93486577,0.00605153,0.00152399,0.00354202,0.00059605,0.00390176,-0.03807575,-0.028654,0.01448047,-0.03822775,3
0.558331,-0.04703598,0.40037662,0.93487364,0.00607673,0.00131555,0.00391962,0.00062883,0.00418205,-0.03880302,-0.00824098,0.00056625,-0.01913677,3
0.566664,-0.04703797,0.4003934,0.93488407,0.00609659,0.00094377,0.00390293,0.00063479,0.00406528,-0.02983319,0.01791671,-0.01348149,0.0086627,3
0.574998,-0.04703196,0.40042797,0.93489009,0.00613219,0.00051569,0.00367971,0.00042439,0.00373982,-0.0281854,0.03071392,-0.01922742,0.02340136,3
0.583331,-0.04701979,0.40048248,0.93488997,0.00618804,0.00039768,0.0039682,0.00009835,0.00398928,-0.03369657,0.04025794,-0.02096193,0.03539556,3
0.591664,-0.04702063,0.40050831,0.93489033,0.0062139,0.00038687,0.00463488,-0.0001353,0.00465296,-0.03779173,0.05493864,-0.021192,0.05405611,3
0.599998,-0.04701745,0.40053669,0.93488258,0.00624348,0.00002038,0.00534,-0.00018478,0.00534324,-0.04376648,0.06299189,-0.01560343,0.06610506,3
0.608331,-0.04702233,0.40056852,0.93488395,0.00627571,-0.00056789,0.00587466,-0.00026703,0.00590808,-0.05439005,0.0587671,-0.00744468,0.06456111,3
0.616664,-0.04701931,0.40063971,0.93488085,0.00634704,-0.0011468,0.00620278,-0.00037134,0.00631882,-0.0597121,0.04603007,-0.00248076,0.05441862,3
0.624997,-0.04703354,0.40071359,0.93488383,0.00642234,-0.00163038,0.00654223,-0.00037491,0.00675274,-0.05419201,0.03097795,0.0005126,0.04138792,3
0.633331,-0.04705429,0.4007642,0.93487418,0.00647788,-0.00205216,0.00684711,-0.00031471,0.00715495,-0.04693836,0.02374964,0.00509743,0.03517048,3
0.641664,-0.04707826,0.40079755,0.93486899,0.00651927,-0.00239183,0.00693741,-0.00023544,0.00734193,-0.04317811,0.02807464,0.00712281,0.03979658,3
0.649997,-0.04709648,0.4008522,0.9348675,0.0065769,-0.00264258,0.00695321,-0.00016391,0.00744024,-0.04158761,0.03052977,0.00517015,0.04275371,3
0.658331,-0.04711509,0.40092424,0.93487185,0.00665143,-0.00302022,0.00723335,-0.00008106,0.00783898,-0.042709,0.02215581,0.00220897,0.03692411,3
0.666664,-0.04713617,0.40100667,0.93487352,0.00673653,-0.00338589,0.00783387,-0.00011921,0.0085351,-0.0423906,0.01458539,-0.00162841,0.03107032,3
0.674997,-0.04717309,0.4010537,0.9348706,0.00679639,-0.00379102,0.00798676,-0.00015736,0.00884222,-0.03058372,0.02417288,-0.00572805,0.03497224,3
0.683331,-0.0472112,0.40111399,0.93486416,0.00686801,-0.00418531,0.00766102,-0.00021935,0.00873247,-0.01814066,0.03399932,-0.00335935,0.03833434,3
0.691664,-0.04724604,0.40118387,0.9348622,0.00694612,-0.00425899,0.00762645,-0.00030995,0.00874058,-0.02310721,0.0272092,0.00587587,0.03456096,3
0.699997,-0.04728088,0.40125299,0.93486392,0.00702354,-0.00395534,0.00857893,-0.00033379,0.00945274,-0.03803695,0.02857781,0.01611127,0.04359021,3
0.708331,-0.04731528,0.40132004,0.93486303,0.00709891,-0.00416139,0.00915561,-0.00006259,0.01005715,-0.05671321,0.02742255,0.02585194,0.05449882,3
0.716664,-0.04734524,0.40138626,0.93485659,0.00717187,-0.00507867,0.00898514,0.00029564,0.01032536,-0.08703416,-0.0242271,0.03360417,0.03501072,3
0.724997,-0.04737458,0.40149254,0.93485403,0.00728215,-0.00613867,0.00895176,0.00066281,0.01087458,-0.11348563,-0.10786855,0.03094698,0.00119732,3
