Time,L 5 X,L 5 Y,L 5 Z,L 5 Length,L 5 v(X),L 5 v(Y),L 5 v(Z),L 5 v(abs),L 5 a(X),L 5 a(Y),L 5 a(Z),L 5 a(abs),L 5 #2D
1.083329,0.24663238,0.41790849,1.08144438,0.00774498,0.00699732,0.00377329,-0.00052095,0.0079669,-0.01083356,-0.02495132,0.00760561,-0.0224319,3
1.091662,0.24668421,0.41794157,1.08144832,0.00780659,0.0073469,0.00420453,-0.00037193,0.00847309,0.01305265,0.00103535,0.00389103,0.01155349,3
1.099996,0.24674542,0.41795838,1.08143961,0.00787066,0.00761601,0.00422807,-0.00032544,0.00871701,0.02292622,0.0153334,0.00154497,0.02722246,3
1.108329,0.24681741,0.41801369,1.08144307,0.00796151,0.00786293,0.00427099,-0.00040412,0.00895714,0.00518685,-0.01283715,-0.00149252,-0.00129423,3
1.116662,0.24688578,0.41804677,1.08143663,0.00803773,0.00801984,0.0044054,-0.00050664,0.00916417,-0.02464999,-0.06007835,-0.00258448,-0.04567473,3
1.124995,0.24695371,0.41809201,1.08143389,0.0081194,0.00768054,0.00403018,-0.00050664,0.00868848,-0.04760033,-0.09566324,0.00062705,-0.07377057,3
1.133329,0.24701644,0.41811401,1.08142471,0.00818651,0.00693682,0.00263066,-0.00048399,0.00743465,-0.06284672,-0.12253801,0.00723129,-0.08888045,3
1.141662,0.24707553,0.41814637,1.08142221,0.00825392,0.00603723,0.00090123,-0.00037551,0.00611567,-0.06714308,-0.14040641,0.01271974,-0.08907016,3
1.149995,0.24712227,0.41814968,1.08141863,0.00830092,0.00558259,-0.00025183,-0.00026107,0.00559437,-0.05433481,-0.13343322,0.01555694,-0.06308868,3
1.158329,0.24715735,0.41812584,1.08142126,0.00834341,0.00521617,-0.00113696,-0.00005722,0.00533895,-0.03561706,-0.11164278,0.01873031,-0.02299811,3
1.166662,0.24718985,0.41809401,1.08141804,0.00838901,0.00509458,-0.00183047,0.0000751,0.00541396,-0.03150519,-0.11028259,0.02282638,0.011686,3
1.174995,0.24724728,0.41809487,1.08141994,0.00844648,0.0050612,-0.00246466,0.00023127,0.00563416,-0.04263312,-0.12980445,0.02435942,0.04164288,3
1.183329,0.24728225,0.41807318,1.08142114,0.00848766,0.00477718,-0.00353189,0.00047565,0.00596003,-0.0585805,-0.15712146,0.02135056,0.07654684,3
1.191662,0.24734102,0.41807061,1.08142555,0.00854665,0.00402735,-0.00526907,0.00075698,0.00667501,-0.08043027,-0.18729302,0.01587404,0.11033621,3
1.199995,0.2473571,0.4179942,1.08143461,0.00862526,0.0031373,-0.00705305,0.00089884,0.00777149,-0.09450928,-0.20253465,0.00854976,0.13564999,3
1.208328,0.24738269,0.41792366,1.08144486,0.00870099,0.00223235,-0.00902865,0.00086308,0.00934049,-0.09290292,-0.19590357,0.00339988,0.15088454,3
1.216662,0.24738789,0.41782448,1.08145475,0.0088008,0.00131891,-0.01068686,0.00074625,0.01079376,-0.08058583,-0.17730972,0.00466112,0.15402512,3
1.224995,0.24740267,0.41775388,1.08145905,0.00887306,0.00083939,-0.01191233,0.00070334,0.01196256,-0.05441382,-0.13966899,0.012076,0.13000147,3
1.233328,0.24740709,0.41764113,1.08145821,0.0089859,0.00038341,-0.01302247,0.00089288,0.01305868,-0.00930763,-0.0777209,0.02190847,0.07770365,3
1.241662,0.24740572,0.41753829,1.08146536,0.009089,0.00025869,-0.01381641,0.00122905,0.01387338,0.0398359,-0.01302963,0.02790713,0.02210975,3
1.249995,0.24740542,0.4173893,1.08147573,0.00923834,0.00080496,-0.01361107,0.00156761,0.01372467,0.07954127,0.04829396,0.02417344,-0.02925786,3
1.258328,0.24740176,0.41727886,1.08150017,0.00935152,0.00202761,-0.01251971,0.00181556,0.01281213,0.11008471,0.11044829,0.01006612,-0.07964709,3
1.266662,0.24741901,0.41716087,1.08151603,0.00947181,0.003341,-0.01119559,0.00183583,0.01182682,0.11991563,0.15812047,-0.00637774,-0.11513089,3
1.274995,0.24746619,0.41711143,1.08153021,0.00954161,0.00436516,-0.00973795,0.00164748,0.01079798,0.09509254,0.158896,-0.01642479,-0.11650209,3
